Time(ms),Voltage(mV),Current(nA),Energy(uJ)
2987.5,3300,6.4701e+006,63832.4
2988,3300,6.4701e+006,63844.2
2988.5,3300,6.8699e+006,63854.9
2989,3300,6.8699e+006,63866.4
2989.5,3300,6.8699e+006,63877.8
2990,3300,6.9499e+006,63889.3
2990.5,3300,6.9499e+006,63900.8
2991,3300,6.9499e+006,63912.6
2991.5,3300,6.9499e+006,63923.7
2992,3300,6.9499e+006,63934.4
2992.5,3300,6.9499e+006,63945.1
2993,3300,6.3901e+006,63955.3
2993.5,3300,6.3901e+006,63966
2994,3300,6.3901e+006,63976.3
2994.5,3300,6.2301e+006,63986.2
2995,3300,6.2301e+006,63996.4
2995.5,3300,6.2301e+006,64006.7
2996,3300,6.3101e+006,64017.4
2996.5,3300,6.3101e+006,64028.1
2997,3300,6.3101e+006,64039.2
2997.5,3300,6.63e+006,64050.2
2998,3300,6.63e+006,64060.9
2998.5,3300,6.63e+006,64071.6
2999,3300,6.4701e+006,64082.3
2999.5,3300,6.4701e+006,64092.9
3000,3300,6.4701e+006,64103.2
3000.5,3300,6.3901e+006,64113.9
3001,3300,6.3901e+006,64124.6
3001.5,3300,6.3901e+006,64134.8
3002,3300,6.3901e+006,64145.5
3002.5,3300,6.3901e+006,64155.8
3003,3300,6.3901e+006,64166.1
3003.5,3300,6.3901e+006,64177.1
3004,3300,6.3901e+006,64187.8
3004.5,3300,6.3901e+006,64198.9
3005,3300,6.55e+006,64209.6
3005.5,3300,6.55e+006,64220.6
3006,3300,6.55e+006,64232.1
3006.5,3300,6.79e+006,64243.2
3007,3300,6.79e+006,64254.6
3007.5,3300,6.79e+006,64266.1
3008,3300,6.79e+006,64276.8
3008.5,3300,6.79e+006,64287.5
3009,3300,6.79e+006,64298.5
3009.5,3300,6.55e+006,64309.2
3010,3300,6.55e+006,64319.9
3010.5,3300,6.55e+006,64330.6
3011,3300,6.4701e+006,64341.2
3011.5,3300,6.4701e+006,64351.9
3012,3300,6.4701e+006,64362.6
3012.5,3300,6.4701e+006,64373.3
3013,3300,6.4701e+006,64383.9
3013.5,3300,6.4701e+006,64394.2
3014,3300,6.3901e+006,64404.9
3014.5,3300,6.3901e+006,64415.2
3015,3300,6.3901e+006,64425.5
3015.5,3300,6.3101e+006,64436.1
3016,3300,6.3101e+006,64446.8
3016.5,3300,6.3101e+006,64457.5
3017,3300,6.4701e+006,64468.2
3017.5,3300,6.4701e+006,64479.2
3018,3300,6.4701e+006,64490.3
3018.5,3300,6.63e+006,64501
3019,3300,6.63e+006,64511.6
3019.5,3300,6.63e+006,64522.3
3020,3300,6.55e+006,64533.4
3020.5,3300,6.55e+006,64544.5
3021,3300,6.55e+006,64555.5
3021.5,3300,6.71e+006,64566.6
3022,3300,6.71e+006,64577.7
3022.5,3300,6.71e+006,64588.8
3023,3300,6.71e+006,64599.8
3023.5,3300,6.71e+006,64610.9
3024,3300,6.71e+006,64621.6
3024.5,3300,6.55e+006,64632.2
3025,3300,6.55e+006,64642.5
3025.5,3300,6.55e+006,64652.8
3026,3300,6.3101e+006,64663.5
3026.5,3300,6.3101e+006,64674.2
3027,3300,6.3101e+006,64684.4
3027.5,3300,6.3101e+006,64694.7
3028,3300,6.3101e+006,64705.4
3028.5,3300,6.3101e+006,64716.1
3029,3300,6.4701e+006,64726.7
3029.5,3300,6.4701e+006,64737.8
3030,3300,6.4701e+006,64748.5
3030.5,3300,6.63e+006,64759.6
3031,3300,6.63e+006,64770.2
3031.5,3300,6.63e+006,64781.3
3032,3300,6.55e+006,64792
3032.5,3300,6.55e+006,64802.7
3033,3300,6.55e+006,64813.3
3033.5,3300,6.4701e+006,64824
3034,3300,6.4701e+006,64834.3
3034.5,3300,6.4701e+006,64845
3035,3300,6.3101e+006,64855.2
3035.5,3300,6.3101e+006,64865.5
3036,3300,6.3101e+006,64876.6
3036.5,3300,6.55e+006,64887.7
3037,3300,6.55e+006,64899.1
3037.5,3300,6.55e+006,64910.6
3038,3300,7.0299e+006,64922.5
3038.5,3300,7.0299e+006,64933.5
3039,3300,7.0299e+006,64945
3039.5,3300,6.79e+006,64956.1
3040,3300,6.79e+006,64967.2
3040.5,3300,6.79e+006,64978.2
3041,3300,6.63e+006,64988.9
3041.5,3300,6.63e+006,64999.2
3042,3300,6.63e+006,65009.9
3042.5,3300,6.3101e+006,65020.1
3043,3300,6.3101e+006,65030.4
3043.5,3300,6.3101e+006,65040.3
3044,3300,6.1502e+006,65050.6
3044.5,3300,6.1502e+006,65060.5
3045,3300,6.1502e+006,65070.7
3045.5,3300,6.2301e+006,65081.4
3046,3300,6.2301e+006,65092.1
3046.5,3300,6.2301e+006,65102.8
3047,3300,6.4701e+006,65113.4
3047.5,3300,6.4701e+006,65124.1
3048,3300,6.4701e+006,65134.8
3048.5,3300,6.55e+006,65145.9
3049,3300,6.55e+006,65156.5
3049.5,3300,6.55e+006,65167.2
3050,3300,6.55e+006,65178.3
3050.5,3300,6.55e+006,65189
3051,3300,6.55e+006,65200
3051.5,3300,6.63e+006,65211.1
3052,3300,6.63e+006,65221.8
3052.5,3300,6.63e+006,65232.5
3053,3300,6.55e+006,65243.5
3053.5,3300,6.55e+006,65254.6
3054,3300,6.55e+006,65265.7
3054.5,3300,6.71e+006,65276.7
3055,3300,6.71e+006,65287.8
3055.5,3300,6.71e+006,65298.9
3056,3300,6.71e+006,65310
3056.5,3300,6.71e+006,65321.4
3057,3300,6.71e+006,65332.9
3057.5,3300,6.8699e+006,65344
3058,3300,6.8699e+006,65355
3058.5,3300,6.8699e+006,65365.7
3059,3300,6.55e+006,65376.4
3059.5,3300,6.55e+006,65386.7
3060,3300,6.55e+006,65396.9
3060.5,3300,6.2301e+006,65407.2
3061,3300,6.2301e+006,65417.5
3061.5,3300,6.2301e+006,65427.8
3062,3300,6.3101e+006,65438.5
3062.5,3300,6.3101e+006,65449.1
3063,3300,6.3101e+006,65459.4
3063.5,3300,6.3101e+006,65469.7
3064,3300,6.3101e+006,65480
3064.5,3300,6.3101e+006,65490.3
3065,3300,6.2301e+006,65500.5
3065.5,3300,6.2301e+006,65511.2
3066,3300,6.2301e+006,65521.9
3066.5,3300,6.4701e+006,65532.6
3067,3300,6.4701e+006,65543.2
3067.5,3300,6.4701e+006,65553.9
3068,3300,6.4701e+006,65564.6
3068.5,3300,6.4701e+006,65575.3
3069,3300,6.4701e+006,65586.3
3069.5,3300,6.71e+006,65597.8
3070,3300,6.71e+006,65609.3
3070.5,3300,6.71e+006,65620.7
3071,3300,6.9499e+006,65632.2
3071.5,3300,6.9499e+006,65644.1
3072,3300,6.9499e+006,65655.1
3072.5,3300,6.9499e+006,65666.6
3073,3300,6.9499e+006,65677.7
3073.5,3300,6.9499e+006,65688.7
3074,3300,6.55e+006,65699
3074.5,3300,6.55e+006,65709.7
3075,3300,6.55e+006,65720
3075.5,3300,6.3101e+006,65730.3
3076,3300,6.3101e+006,65740.9
3076.5,3300,6.3101e+006,65751.2
3077,3300,6.3901e+006,65761.9
3077.5,3300,6.3901e+006,65773
3078,3300,6.3901e+006,65783.6
3078.5,3300,6.63e+006,65794.7
3079,3300,6.63e+006,65805
3079.5,3300,6.63e+006,65815.7
3080,3300,6.3901e+006,65826.3
3080.5,3300,6.3901e+006,65836.6
3081,3300,6.3901e+006,65847.3
3081.5,3300,6.3901e+006,65858
3082,3300,6.3901e+006,65868.3
3082.5,3300,6.3901e+006,65878.9
3083,3300,6.3101e+006,65889.2
3083.5,3300,6.3101e+006,65899.9
3084,3300,6.3101e+006,65909.8
3084.5,3300,6.2301e+006,65920
3085,3300,6.2301e+006,65930.7
3085.5,3300,6.2301e+006,65941
3086,3300,6.55e+006,65952.5
3086.5,3300,6.55e+006,65963.5
3087,3300,6.55e+006,65975
3087.5,3300,6.8699e+006,65986.5
3088,3300,6.8699e+006,65997.9
3088.5,3300,6.8699e+006,66009
3089,3300,6.8699e+006,66020.5
3089.5,3300,6.8699e+006,66032
3090,3300,6.8699e+006,66043
3090.5,3300,6.79e+006,66054.1
3091,3300,6.79e+006,66065.2
3091.5,3300,6.79e+006,66075.8
3092,3300,6.55e+006,66086.5
3092.5,3300,6.55e+006,66097.2
3093,3300,6.55e+006,66107.1
3093.5,3300,6.2301e+006,66117.4
3094,3300,6.2301e+006,66128
3094.5,3300,6.2301e+006,66138.3
3095,3300,6.3101e+006,66148.6
3095.5,3300,6.3101e+006,66159.3
3096,3300,6.3101e+006,66169.5
3096.5,3300,6.4701e+006,66180.6
3097,3300,6.4701e+006,66191.3
3097.5,3300,6.4701e+006,66202.8
3098,3300,6.63e+006,66213.4
3098.5,3300,6.63e+006,66224.1
3099,3300,6.63e+006,66234.8
3099.5,3300,6.4701e+006,66245.5
3100,3300,6.4701e+006,66256.1
3100.5,3300,6.4701e+006,66266.4
3101,3300,6.3901e+006,66277.1
3101.5,3300,6.3901e+006,66287.8
3102,3300,6.3901e+006,66298.4
3102.5,3300,6.55e+006,66309.5
3103,3300,6.55e+006,66320.6
3103.5,3300,6.55e+006,66331.7
3104,3300,6.63e+006,66342.3
3104.5,3300,6.63e+006,66353.4
3105,3300,6.63e+006,66364.1
3105.5,3300,6.63e+006,66375.2
3106,3300,6.63e+006,66386.6
3106.5,3300,6.63e+006,66397.3
3107,3300,6.63e+006,66408
3107.5,3300,6.63e+006,66419
3108,3300,6.63e+006,66429.7
3108.5,3300,6.55e+006,66440.4
3109,3300,6.55e+006,66451.1
3109.5,3300,6.55e+006,66461.4
3110,3300,6.3901e+006,66472
3110.5,3300,6.3901e+006,66482.7
3111,3300,6.3901e+006,66493.8
3111.5,3300,6.63e+006,66504.8
3112,3300,6.63e+006,66515.5
3112.5,3300,6.63e+006,66526.2
3113,3300,6.4701e+006,66536.9
3113.5,3300,6.4701e+006,66547.2
3114,3300,6.4701e+006,66557.8
3114.5,3300,6.3101e+006,66568.1
3115,3300,6.3101e+006,66578.4
3115.5,3300,6.3101e+006,66589.1
3116,3300,6.3901e+006,66599.7
3116.5,3300,6.3901e+006,66610.4
3117,3300,6.3901e+006,66621.5
3117.5,3300,6.63e+006,66632.6
3118,3300,6.63e+006,66643.6
3118.5,3300,6.63e+006,66654.7
3119,3300,6.71e+006,66665.8
3119.5,3300,6.71e+006,66676.8
3120,3300,6.71e+006,66687.9
3120.5,3300,6.71e+006,66699
3121,3300,6.71e+006,66710.5
3121.5,3300,6.71e+006,66721.5
3122,3300,6.79e+006,66732.6
3122.5,3300,6.79e+006,66743.7
3123,3300,6.79e+006,66754.3
3123.5,3300,6.4701e+006,66764.6
3124,3300,6.4701e+006,66774.9
3124.5,3300,6.4701e+006,66785.2
3125,3300,6.2301e+006,66795.5
3125.5,3300,6.2301e+006,66805.7
3126,3300,6.2301e+006,66815.6
3126.5,3300,6.2301e+006,66826.3
3127,3300,6.2301e+006,66837
3127.5,3300,6.2301e+006,66847.7
3128,3300,6.55e+006,66858.7
3128.5,3300,6.55e+006,66869.4
3129,3300,6.55e+006,66880.1
3129.5,3300,6.55e+006,66891.1
3130,3300,6.55e+006,66901.8
3130.5,3300,6.55e+006,66912.9
3131,3300,6.63e+006,66924
3131.5,3300,6.63e+006,66935
3132,3300,6.63e+006,66945.3
3132.5,3300,6.4701e+006,66956
3133,3300,6.4701e+006,66966.7
3133.5,3300,6.4701e+006,66977.3
3134,3300,6.3901e+006,66987.6
3134.5,3300,6.3901e+006,66998.3
3135,3300,6.3901e+006,67009
3135.5,3300,6.55e+006,67020
3136,3300,6.55e+006,67031.1
3136.5,3300,6.55e+006,67042.6
3137,3300,6.9499e+006,67054.4
3137.5,3300,6.9499e+006,67065.9
3138,3300,6.9499e+006,67077.8
3138.5,3300,6.9499e+006,67088.8
3139,3300,6.9499e+006,67100.3
3139.5,3300,6.9499e+006,67110.6
3140,3300,6.55e+006,67121.3
3140.5,3300,6.55e+006,67131.9
3141,3300,6.55e+006,67142.2
3141.5,3300,6.3901e+006,67152.9
3142,3300,6.3901e+006,67162.8
3142.5,3300,6.3901e+006,67173.1
3143,3300,6.1502e+006,67183.3
3143.5,3300,6.1502e+006,67193.6
3144,3300,6.1502e+006,67203.9
3144.5,3300,6.2301e+006,67214.2
3145,3300,6.2301e+006,67224.5
3145.5,3300,6.2301e+006,67235.1
3146,3300,6.3901e+006,67245.8
3146.5,3300,6.3901e+006,67256.5
3147,3300,6.3901e+006,67267.2
3147.5,3300,6.4701e+006,67277.8
3148,3300,6.4701e+006,67288.9
3148.5,3300,6.4701e+006,67299.6
3149,3300,6.55e+006,67310.3
3149.5,3300,6.55e+006,67320.9
3150,3300,6.55e+006,67332
3150.5,3300,6.63e+006,67343.1
3151,3300,6.63e+006,67353.8
3151.5,3300,6.63e+006,67365.2
3152,3300,6.79e+006,67376.7
3152.5,3300,6.79e+006,67387.8
3153,3300,6.79e+006,67399.2
3153.5,3300,6.79e+006,67410.3
3154,3300,6.79e+006,67421.4
3154.5,3300,6.79e+006,67432.4
3155,3300,6.71e+006,67443.5
3155.5,3300,6.71e+006,67454.6
3156,3300,6.71e+006,67465.3
3156.5,3300,6.55e+006,67475.9
3157,3300,6.55e+006,67487
3157.5,3300,6.55e+006,67498.1
3158,3300,6.63e+006,67508.8
3158.5,3300,6.63e+006,67519
3159,3300,6.63e+006,67529.3
3159.5,3300,6.2301e+006,67539.6
3160,3300,6.2301e+006,67550.3
3160.5,3300,6.2301e+006,67561
3161,3300,6.3901e+006,67571.2
3161.5,3300,6.3901e+006,67581.9
3162,3300,6.3901e+006,67592.6
3162.5,3300,6.3901e+006,67602.9
3163,3300,6.3901e+006,67613.5
3163.5,3300,6.3901e+006,67623.8
3164,3300,6.3101e+006,67634.1
3164.5,3300,6.3101e+006,67644.4
3165,3300,6.3101e+006,67654.7
3165.5,3300,6.3101e+006,67665.3
3166,3300,6.3101e+006,67676
3166.5,3300,6.3101e+006,67686.7
3167,3300,6.4701e+006,67697.4
3167.5,3300,6.4701e+006,67708
3168,3300,6.4701e+006,67719.5
3168.5,3300,6.79e+006,67731
3169,3300,6.79e+006,67742.4
3169.5,3300,6.79e+006,67753.5
3170,3300,6.8699e+006,67765
3170.5,3300,6.8699e+006,67776.8
3171,3300,6.8699e+006,67788.3
3171.5,3300,7.0299e+006,67799.8
3172,3300,7.0299e+006,67811.2
3172.5,3300,7.0299e+006,67821.9
3173,3300,6.55e+006,67832.2
3173.5,3300,6.55e+006,67842.9
3174,3300,6.55e+006,67853.2
3174.5,3300,6.3901e+006,67863.8
3175,3300,6.3901e+006,67873.7
3175.5,3300,6.3901e+006,67883.6
3176,3300,6.1502e+006,67894.3
3176.5,3300,6.1502e+006,67904.9
3177,3300,6.1502e+006,67916
3177.5,3300,6.63e+006,67927.1
3178,3300,6.63e+006,67938.2
3178.5,3300,6.63e+006,67948.8
3179,3300,6.4701e+006,67959.1
3179.5,3300,6.4701e+006,67970.2
3180,3300,6.4701e+006,67980.5
3180.5,3300,6.4701e+006,67991.1
3181,3300,6.4701e+006,68001.4
3181.5,3300,6.4701e+006,68012.1
3182,3300,6.3901e+006,68022.8
3182.5,3300,6.3901e+006,68033.1
3183,3300,6.3901e+006,68043.7
3183.5,3300,6.3101e+006,68054
3184,3300,6.3101e+006,68064.3
3184.5,3300,6.3101e+006,68075.4
3185,3300,6.55e+006,68086.4
3185.5,3300,6.55e+006,68097.5
3186,3300,6.55e+006,68108.6
3186.5,3300,6.79e+006,68120
3187,3300,6.79e+006,68131.1
3187.5,3300,6.79e+006,68142.6
3188,3300,6.8699e+006,68154
3188.5,3300,6.8699e+006,68165.1
3189,3300,6.8699e+006,68176.2
3189.5,3300,6.63e+006,68186.9
3190,3300,6.63e+006,68197.9
3190.5,3300,6.63e+006,68208.6
3191,3300,6.63e+006,68219.7
3191.5,3300,6.63e+006,68230
3192,3300,6.63e+006,68240.2
3192.5,3300,6.2301e+006,68250.5
3193,3300,6.2301e+006,68261.2
3193.5,3300,6.2301e+006,68271.9
3194,3300,6.3901e+006,68282.2
3194.5,3300,6.3901e+006,68292.4
3195,3300,6.3901e+006,68303.1
3195.5,3300,6.3101e+006,68313.4
3196,3300,6.3101e+006,68324.1
3196.5,3300,6.3101e+006,68335.1
3197,3300,6.63e+006,68346.2
3197.5,3300,6.63e+006,68357.3
3198,3300,6.63e+006,68368.4
3198.5,3300,6.63e+006,68379
3199,3300,6.63e+006,68389.7
3199.5,3300,6.63e+006,68400
3200,3300,6.3901e+006,68410.7
3200.5,3300,6.3901e+006,68421.3
3201,3300,6.3901e+006,68432.8
3201.5,3300,6.71e+006,68443.9
3202,3300,6.71e+006,68454.9
3202.5,3300,6.71e+006,68466
3203,3300,6.79e+006,68477.5
3203.5,3300,6.79e+006,68488.2
3204,3300,6.79e+006,68498.8
3204.5,3300,6.55e+006,68509.9
3205,3300,6.55e+006,68520.6
3205.5,3300,6.55e+006,68531.3
3206,3300,6.3901e+006,68541.5
3206.5,3300,6.3901e+006,68552.6
3207,3300,6.3901e+006,68563.3
3207.5,3300,6.4701e+006,68573.6
3208,3300,6.4701e+006,68584.2
3208.5,3300,6.4701e+006,68594.5
3209,3300,6.3901e+006,68605.2
