Time(ms),Voltage(mV),Current(nA),Energy(uJ)
1379.5,3300,6.9499e+006,29391.2
1380,3300,6.9499e+006,29402.2
1380.5,3300,6.71e+006,29413.3
1381,3300,6.71e+006,29424
1381.5,3300,6.71e+006,29435
1382,3300,6.3901e+006,29444.9
1382.5,3300,6.3901e+006,29455.6
1383,3300,6.3901e+006,29465.5
1383.5,3300,6.2301e+006,29475.8
1384,3300,6.2301e+006,29485.7
1384.5,3300,6.2301e+006,29495.5
1385,3300,5.9902e+006,29505.4
1385.5,3300,5.9902e+006,29515.7
1386,3300,5.9902e+006,29526
1386.5,3300,6.3101e+006,29536.7
1387,3300,6.3101e+006,29547.3
1387.5,3300,6.3101e+006,29558
1388,3300,6.4701e+006,29568.7
1388.5,3300,6.4701e+006,29579
1389,3300,6.4701e+006,29589.6
1389.5,3300,6.3901e+006,29600.3
1390,3300,6.3901e+006,29611
1390.5,3300,6.3901e+006,29622.1
1391,3300,6.55e+006,29632.7
1391.5,3300,6.55e+006,29643.8
1392,3300,6.55e+006,29654.5
1392.5,3300,6.55e+006,29665.2
1393,3300,6.55e+006,29675.4
1393.5,3300,6.55e+006,29686.5
1394,3300,6.4701e+006,29697.2
1394.5,3300,6.4701e+006,29708.3
1395,3300,6.4701e+006,29719.3
1395.5,3300,6.71e+006,29730.4
1396,3300,6.71e+006,29741.1
1396.5,3300,6.71e+006,29752.1
1397,3300,6.71e+006,29763.6
1397.5,3300,6.71e+006,29775.1
1398,3300,6.71e+006,29786.2
1398.5,3300,6.71e+006,29796.8
1399,3300,6.71e+006,29807.5
1399.5,3300,6.71e+006,29818.2
1400,3300,6.3901e+006,29828.5
1400.5,3300,6.3901e+006,29838.7
1401,3300,6.3901e+006,29848.6
1401.5,3300,6.0702e+006,29858.5
1402,3300,6.0702e+006,29868.8
1402.5,3300,6.0702e+006,29879.1
1403,3300,6.2301e+006,29889.3
1403.5,3300,6.2301e+006,29899.6
1404,3300,6.2301e+006,29909.9
1404.5,3300,6.2301e+006,29920.2
1405,3300,6.2301e+006,29930.5
1405.5,3300,6.2301e+006,29940.7
1406,3300,6.2301e+006,29951
1406.5,3300,6.2301e+006,29961.7
1407,3300,6.2301e+006,29972
1407.5,3300,6.3901e+006,29982.7
1408,3300,6.3901e+006,29993.3
1408.5,3300,6.3901e+006,30004
1409,3300,6.4701e+006,30014.7
1409.5,3300,6.4701e+006,30025.4
1410,3300,6.4701e+006,30036.8
1410.5,3300,6.79e+006,30048.3
1411,3300,6.79e+006,30059.4
1411.5,3300,6.79e+006,30071.2
1412,3300,6.8699e+006,30082.3
1412.5,3300,6.8699e+006,30093.4
1413,3300,6.8699e+006,30104.4
1413.5,3300,6.71e+006,30115.5
1414,3300,6.71e+006,30126.6
1414.5,3300,6.71e+006,30137.3
1415,3300,6.4701e+006,30147.5
1415.5,3300,6.4701e+006,30157.8
1416,3300,6.4701e+006,30168.1
1416.5,3300,6.3101e+006,30178.8
1417,3300,6.3101e+006,30189.1
1417.5,3300,6.3101e+006,30199.3
1418,3300,6.3901e+006,30210.4
1418.5,3300,6.3901e+006,30221.1
1419,3300,6.3901e+006,30231.8
1419.5,3300,6.3901e+006,30242
1420,3300,6.3901e+006,30252.7
1420.5,3300,6.3901e+006,30263
1421,3300,6.3101e+006,30273.3
1421.5,3300,6.3101e+006,30283.9
1422,3300,6.3101e+006,30294.2
1422.5,3300,6.3101e+006,30304.5
1423,3300,6.3101e+006,30314.8
1423.5,3300,6.3101e+006,30324.7
1424,3300,6.1502e+006,30335
1424.5,3300,6.1502e+006,30345.2
1425,3300,6.1502e+006,30355.5
1425.5,3300,6.2301e+006,30365.8
1426,3300,6.2301e+006,30376.1
1426.5,3300,6.2301e+006,30387.1
1427,3300,6.55e+006,30398.2
1427.5,3300,6.55e+006,30409.7
1428,3300,6.55e+006,30420.8
1428.5,3300,6.8699e+006,30432.2
1429,3300,6.8699e+006,30443.3
1429.5,3300,6.8699e+006,30454.8
1430,3300,6.8699e+006,30466.2
1430.5,3300,6.8699e+006,30477.7
1431,3300,6.8699e+006,30488.4
1431.5,3300,6.71e+006,30499.4
1432,3300,6.71e+006,30510.1
1432.5,3300,6.71e+006,30520.4
1433,3300,6.3901e+006,30531.1
1433.5,3300,6.3901e+006,30541
1434,3300,6.3901e+006,30551.2
1434.5,3300,6.0702e+006,30561.1
1435,3300,6.0702e+006,30571.4
1435.5,3300,6.0702e+006,30582.1
1436,3300,6.3101e+006,30592.4
1436.5,3300,6.3101e+006,30602.6
1437,3300,6.3101e+006,30613.3
1437.5,3300,6.4701e+006,30624.4
1438,3300,6.4701e+006,30635.5
1438.5,3300,6.4701e+006,30646.1
1439,3300,6.55e+006,30656.8
1439.5,3300,6.55e+006,30667.5
1440,3300,6.55e+006,30677.8
1440.5,3300,6.3901e+006,30688.4
1441,3300,6.3901e+006,30698.7
1441.5,3300,6.3901e+006,30709
1442,3300,6.2301e+006,30719.3
1442.5,3300,6.2301e+006,30729.6
1443,3300,6.2301e+006,30740.6
1443.5,3300,6.4701e+006,30751.3
1444,3300,6.4701e+006,30762
1444.5,3300,6.4701e+006,30772.7
1445,3300,6.55e+006,30783.7
1445.5,3300,6.55e+006,30794.8
1446,3300,6.55e+006,30805.5
1446.5,3300,6.71e+006,30816.9
1447,3300,6.71e+006,30828
1447.5,3300,6.71e+006,30838.7
1448,3300,6.55e+006,30849.4
1448.5,3300,6.55e+006,30859.6
1449,3300,6.55e+006,30870.7
1449.5,3300,6.3901e+006,30881
1450,3300,6.3901e+006,30891.3
1450.5,3300,6.3901e+006,30901.9
1451,3300,6.3901e+006,30912.6
1451.5,3300,6.3901e+006,30923.7
1452,3300,6.3901e+006,30934
1452.5,3300,6.4701e+006,30944.6
1453,3300,6.4701e+006,30955.3
1453.5,3300,6.4701e+006,30966
1454,3300,6.3901e+006,30976.3
1454.5,3300,6.3901e+006,30986.6
1455,3300,6.3901e+006,30996.8
1455.5,3300,6.3101e+006,31007.5
1456,3300,6.3101e+006,31017.8
1456.5,3300,6.3101e+006,31028.1
1457,3300,6.3101e+006,31038.7
1457.5,3300,6.3101e+006,31049.8
1458,3300,6.3101e+006,31060.9
1458.5,3300,6.63e+006,31071.6
1459,3300,6.63e+006,31082.2
1459.5,3300,6.63e+006,31093.3
1460,3300,6.63e+006,31104.4
1460.5,3300,6.63e+006,31115.5
1461,3300,6.63e+006,31126.5
1461.5,3300,6.63e+006,31137.2
1462,3300,6.63e+006,31148.3
1462.5,3300,6.63e+006,31159.3
1463,3300,6.63e+006,31170
1463.5,3300,6.63e+006,31181.1
1464,3300,6.63e+006,31191
1464.5,3300,6.3101e+006,31201.3
1465,3300,6.3101e+006,31211.1
1465.5,3300,6.3101e+006,31221.8
1466,3300,6.1502e+006,31231.7
1466.5,3300,6.1502e+006,31242
1467,3300,6.1502e+006,31252.3
1467.5,3300,6.3101e+006,31262.9
1468,3300,6.3101e+006,31273.6
1468.5,3300,6.3101e+006,31284.3
1469,3300,6.4701e+006,31295
1469.5,3300,6.4701e+006,31305.6
1470,3300,6.4701e+006,31316.3
1470.5,3300,6.55e+006,31327.4
1471,3300,6.55e+006,31338.1
1471.5,3300,6.55e+006,31348.7
1472,3300,6.4701e+006,31359.4
1472.5,3300,6.4701e+006,31370.1
1473,3300,6.4701e+006,31380.8
1473.5,3300,6.4701e+006,31391.4
1474,3300,6.4701e+006,31401.7
1474.5,3300,6.4701e+006,31412
1475,3300,6.2301e+006,31422.3
1475.5,3300,6.2301e+006,31433
1476,3300,6.2301e+006,31444
1476.5,3300,6.63e+006,31455.1
1477,3300,6.63e+006,31466.2
1477.5,3300,6.63e+006,31478
1478,3300,6.9499e+006,31489.5
1478.5,3300,6.9499e+006,31501
1479,3300,6.9499e+006,31512
1479.5,3300,6.79e+006,31523.1
1480,3300,6.79e+006,31533.8
1480.5,3300,6.79e+006,31544.5
1481,3300,6.3901e+006,31554.7
1481.5,3300,6.3901e+006,31565
1482,3300,6.3901e+006,31575.7
1482.5,3300,6.2301e+006,31585.6
1483,3300,6.2301e+006,31595.1
1483.5,3300,6.2301e+006,31605.3
1484,3300,5.9902e+006,31615.2
1484.5,3300,5.9902e+006,31625.5
1485,3300,5.9902e+006,31635.8
1485.5,3300,6.2301e+006,31646.1
1486,3300,6.2301e+006,31656.4
1486.5,3300,6.2301e+006,31667
1487,3300,6.3901e+006,31677.7
1487.5,3300,6.3901e+006,31688.4
1488,3300,6.3901e+006,31699.1
1488.5,3300,6.4701e+006,31709.7
1489,3300,6.4701e+006,31720.4
1489.5,3300,6.4701e+006,31731.1
1490,3300,6.4701e+006,31741.8
1490.5,3300,6.4701e+006,31752.8
1491,3300,6.4701e+006,31763.9
1491.5,3300,6.63e+006,31774.6
1492,3300,6.63e+006,31785.2
1492.5,3300,6.63e+006,31796.7
1493,3300,6.71e+006,31807.8
1493.5,3300,6.71e+006,31818.9
1494,3300,6.71e+006,31829.9
1494.5,3300,6.63e+006,31840.6
1495,3300,6.63e+006,31851.7
1495.5,3300,6.63e+006,31862.7
1496,3300,6.71e+006,31873.8
1496.5,3300,6.71e+006,31884.5
1497,3300,6.71e+006,31895.2
1497.5,3300,6.55e+006,31906.2
1498,3300,6.55e+006,31916.9
1498.5,3300,6.55e+006,31928
1499,3300,6.4701e+006,31938.3
1499.5,3300,6.4701e+006,31948.2
1500,3300,6.4701e+006,31958.4
1500.5,3300,6.1502e+006,31968.7
1501,3300,6.1502e+006,31979
1501.5,3300,6.1502e+006,31989.7
1502,3300,6.3101e+006,31999.9
1502.5,3300,6.3101e+006,32010.2
1503,3300,6.3101e+006,32020.5
1503.5,3300,6.2301e+006,32030.8
1504,3300,6.2301e+006,32041.1
1504.5,3300,6.2301e+006,32051
1505,3300,6.1502e+006,32061.2
1505.5,3300,6.1502e+006,32071.5
1506,3300,6.1502e+006,32082.2
1506.5,3300,6.3901e+006,32092.9
1507,3300,6.3901e+006,32103.1
1507.5,3300,6.3901e+006,32113.8
1508,3300,6.3901e+006,32124.5
1508.5,3300,6.3901e+006,32135.6
1509,3300,6.3901e+006,32147
1509.5,3300,6.79e+006,32158.1
1510,3300,6.79e+006,32169.6
1510.5,3300,6.79e+006,32181
1511,3300,6.9499e+006,32192.5
1511.5,3300,6.9499e+006,32204
1512,3300,6.9499e+006,32215.4
1512.5,3300,6.8699e+006,32226.5
1513,3300,6.8699e+006,32237.2
1513.5,3300,6.8699e+006,32247.9
1514,3300,6.3901e+006,32258.1
1514.5,3300,6.3901e+006,32268.4
1515,3300,6.3901e+006,32278.7
1515.5,3300,6.1502e+006,32288.6
1516,3300,6.1502e+006,32298.9
1516.5,3300,6.1502e+006,32309.1
1517,3300,6.3101e+006,32319.8
1517.5,3300,6.3101e+006,32330.5
1518,3300,6.3101e+006,32341.6
1518.5,3300,6.55e+006,32352.2
1519,3300,6.55e+006,32362.9
1519.5,3300,6.55e+006,32373.6
1520,3300,6.3901e+006,32383.9
1520.5,3300,6.3901e+006,32394.6
1521,3300,6.3901e+006,32404.8
1521.5,3300,6.3101e+006,32415.1
1522,3300,6.3101e+006,32425.4
1522.5,3300,6.3101e+006,32436.1
1523,3300,6.3101e+006,32446.3
1523.5,3300,6.3101e+006,32456.2
1524,3300,6.3101e+006,32466.5
1524.5,3300,6.1502e+006,32476.8
1525,3300,6.1502e+006,32487.5
1525.5,3300,6.1502e+006,32498.5
1526,3300,6.63e+006,32509.6
1526.5,3300,6.63e+006,32520.7
1527,3300,6.63e+006,32531.7
1527.5,3300,6.79e+006,32543.2
1528,3300,6.79e+006,32554.3
1528.5,3300,6.79e+006,32565.8
1529,3300,6.79e+006,32576.8
1529.5,3300,6.79e+006,32587.9
1530,3300,6.79e+006,32599
1530.5,3300,6.63e+006,32609.6
1531,3300,6.63e+006,32620.3
1531.5,3300,6.63e+006,32631
1532,3300,6.3901e+006,32641.3
1532.5,3300,6.3901e+006,32651.6
1533,3300,6.3901e+006,32661.8
1533.5,3300,6.3101e+006,32672.5
1534,3300,6.3101e+006,32682.8
1534.5,3300,6.3101e+006,32693.1
1535,3300,6.2301e+006,32703.4
1535.5,3300,6.2301e+006,32714
1536,3300,6.2301e+006,32724.3
1536.5,3300,6.3901e+006,32735
1537,3300,6.3901e+006,32745.7
1537.5,3300,6.3901e+006,32756.3
1538,3300,6.55e+006,32767.4
1538.5,3300,6.55e+006,32778.1
1539,3300,6.55e+006,32788.8
1539.5,3300,6.4701e+006,32799.4
1540,3300,6.4701e+006,32809.7
1540.5,3300,6.4701e+006,32820.4
1541,3300,6.3101e+006,32830.7
1541.5,3300,6.3101e+006,32841.3
1542,3300,6.3101e+006,32852.4
1542.5,3300,6.63e+006,32863.5
1543,3300,6.63e+006,32874.2
1543.5,3300,6.63e+006,32885.2
1544,3300,6.55e+006,32895.9
1544.5,3300,6.55e+006,32906.6
1545,3300,6.55e+006,32917.7
1545.5,3300,6.55e+006,32928.3
1546,3300,6.55e+006,32939
1546.5,3300,6.55e+006,32949.3
1547,3300,6.3901e+006,32960
1547.5,3300,6.3901e+006,32970.6
1548,3300,6.3901e+006,32981.3
1548.5,3300,6.3901e+006,32991.6
1549,3300,6.3901e+006,33001.9
1549.5,3300,6.3901e+006,33012.5
1550,3300,6.3901e+006,33023.2
1550.5,3300,6.3901e+006,33034.3
1551,3300,6.3901e+006,33045
1551.5,3300,6.63e+006,33056
1552,3300,6.63e+006,33066.7
1552.5,3300,6.63e+006,33077.4
1553,3300,6.3901e+006,33087.7
1553.5,3300,6.3901e+006,33098.7
1554,3300,6.3901e+006,33108.6
1554.5,3300,6.3901e+006,33119.3
1555,3300,6.3901e+006,33129.6
1555.5,3300,6.3901e+006,33139.9
1556,3300,6.2301e+006,33150.1
1556.5,3300,6.2301e+006,33160.8
1557,3300,6.2301e+006,33171.5
1557.5,3300,6.55e+006,33182.6
1558,3300,6.55e+006,33194
1558.5,3300,6.55e+006,33205.1
1559,3300,6.8699e+006,33216.6
1559.5,3300,6.8699e+006,33227.6
1560,3300,6.8699e+006,33238.7
1560.5,3300,6.71e+006,33249.8
1561,3300,6.71e+006,33260.9
1561.5,3300,6.71e+006,33271.5
1562,3300,6.63e+006,33282.6
1562.5,3300,6.63e+006,33292.9
1563,3300,6.63e+006,33303.2
1563.5,3300,6.2301e+006,33313.4
1564,3300,6.2301e+006,33323.7
1564.5,3300,6.2301e+006,33333.6
1565,3300,6.0702e+006,33343.5
1565.5,3300,6.0702e+006,33353.4
1566,3300,6.0702e+006,33363.7
1566.5,3300,6.2301e+006,33374.3
1567,3300,6.2301e+006,33385
1567.5,3300,6.2301e+006,33395.7
1568,3300,6.4701e+006,33406.4
1568.5,3300,6.4701e+006,33417
1569,3300,6.4701e+006,33427.7
1569.5,3300,6.4701e+006,33438.4
1570,3300,6.4701e+006,33449.1
1570.5,3300,6.4701e+006,33460.1
1571,3300,6.63e+006,33471.2
1571.5,3300,6.63e+006,33481.9
1572,3300,6.63e+006,33492.6
1572.5,3300,6.4701e+006,33503.2
1573,3300,6.4701e+006,33513.9
1573.5,3300,6.4701e+006,33524.2
1574,3300,6.3901e+006,33534.9
1574.5,3300,6.3901e+006,33545.5
1575,3300,6.3901e+006,33556.6
1575.5,3300,6.63e+006,33567.7
1576,3300,6.63e+006,33578.8
1576.5,3300,6.63e+006,33589.8
1577,3300,6.71e+006,33600.9
1577.5,3300,6.71e+006,33613.2
1578,3300,6.71e+006,33624.2
1578.5,3300,6.9499e+006,33635.3
1579,3300,6.9499e+006,33646
1579.5,3300,6.9499e+006,33656.6
1580,3300,6.3901e+006,33666.9
1580.5,3300,6.3901e+006,33677.6
1581,3300,6.3901e+006,33687.5
1581.5,3300,6.1502e+006,33697.4
1582,3300,6.1502e+006,33707.6
1582.5,3300,6.1502e+006,33717.9
1583,3300,6.2301e+006,33728.2
1583.5,3300,6.2301e+006,33738.5
1584,3300,6.2301e+006,33748.4
1584.5,3300,6.1502e+006,33758.7
1585,3300,6.1502e+006,33768.9
1585.5,3300,6.1502e+006,33779.2
1586,3300,6.3101e+006,33789.9
1586.5,3300,6.3101e+006,33800.2
1587,3300,6.3101e+006,33810.8
1587.5,3300,6.3901e+006,33821.5
1588,3300,6.3901e+006,33832.2
1588.5,3300,6.3901e+006,33842.9
1589,3300,6.4701e+006,33853.5
1589.5,3300,6.4701e+006,33864.6
1590,3300,6.4701e+006,33875.3
1590.5,3300,6.63e+006,33886.4
1591,3300,6.63e+006,33897.8
1591.5,3300,6.63e+006,33909.3
1592,3300,6.8699e+006,33920.4
1592.5,3300,6.8699e+006,33931.8
1593,3300,6.8699e+006,33942.9
1593.5,3300,6.79e+006,33954
1594,3300,6.79e+006,33965.1
1594.5,3300,6.79e+006,33976.1
1595,3300,6.63e+006,33986.8
1595.5,3300,6.63e+006,33997.1
1596,3300,6.63e+006,34007.4
1596.5,3300,6.3101e+006,34018
1597,3300,6.3101e+006,34028.7
1597.5,3300,6.3101e+006,34039.4
1598,3300,6.4701e+006,34050.1
1598.5,3300,6.4701e+006,34060.3
1599,3300,6.4701e+006,34071
1599.5,3300,6.3101e+006,34081.3
1600,3300,6.3101e+006,34092
1600.5,3300,6.3101e+006,34102.3
1601,3300,6.3901e+006,34112.9
1601.5,3300,6.3901e+006,34123.2
1602,3300,6.3901e+006,34133.5
1602.5,3300,6.2301e+006,34143.8
1603,3300,6.2301e+006,34154
1603.5,3300,6.2301e+006,34164.3
1604,3300,6.2301e+006,34174.6
1604.5,3300,6.2301e+006,34184.9
1605,3300,6.2301e+006,34195.2
1605.5,3300,6.2301e+006,34205.4
1606,3300,6.2301e+006,34215.7
1606.5,3300,6.2301e+006,34226.4
1607,3300,6.3901e+006,34237.1
1607.5,3300,6.3901e+006,34248.5
1608,3300,6.3901e+006,34259.6
1608.5,3300,6.8699e+006,34271.1
1609,3300,6.8699e+006,34282.5
1609.5,3300,6.8699e+006,34293.6
1610,3300,6.8699e+006,34305.1
1610.5,3300,6.8699e+006,34316.6
1611,3300,6.8699e+006,34328
1611.5,3300,6.8699e+006,34339.1
1612,3300,6.8699e+006,34349.8
1612.5,3300,6.8699e+006,34360.4
1613,3300,6.4701e+006,34371.1
1613.5,3300,6.4701e+006,34381.8
1614,3300,6.4701e+006,34391.7
1614.5,3300,6.1502e+006,34401.6
1615,3300,6.1502e+006,34411.8
1615.5,3300,6.1502e+006,34422.1
1616,3300,6.2301e+006,34432.4
1616.5,3300,6.2301e+006,34443.1
1617,3300,6.2301e+006,34453.8
1617.5,3300,6.55e+006,34464.8
1618,3300,6.55e+006,34475.9
1618.5,3300,6.55e+006,34486.6
1619,3300,6.55e+006,34497.2
1619.5,3300,6.55e+006,34507.5
1620,3300,6.55e+006,34518.2
1620.5,3300,6.3101e+006,34528.5
1621,3300,6.3101e+006,34538.8
1621.5,3300,6.3101e+006,34549.4
1622,3300,6.3101e+006,34559.7
1622.5,3300,6.3101e+006,34570
1623,3300,6.3101e+006,34580.3
1623.5,3300,6.3101e+006,34591
1624,3300,6.3101e+006,34601.6
1624.5,3300,6.3101e+006,34612.7
1625,3300,6.55e+006,34623.4
1625.5,3300,6.55e+006,34634.4
1626,3300,6.55e+006,34645.5
1626.5,3300,6.71e+006,34656.6
1627,3300,6.71e+006,34667.7
1627.5,3300,6.71e+006,34679.1
1628,3300,6.71e+006,34689.8
1628.5,3300,6.71e+006,34700.5
1629,3300,6.71e+006,34711.2
1629.5,3300,6.4701e+006,34721.8
1630,3300,6.4701e+006,34732.9
1630.5,3300,6.4701e+006,34743.2
1631,3300,6.4701e+006,34753.9
1631.5,3300,6.4701e+006,34764.5
1632,3300,6.4701e+006,34775.2
1632.5,3300,6.4701e+006,34785.9
1633,3300,6.4701e+006,34796.2
1633.5,3300,6.4701e+006,34806.8
1634,3300,6.3101e+006,34817.1
1634.5,3300,6.3101e+006,34827.8
1635,3300,6.3101e+006,34838.1
1635.5,3300,6.3101e+006,34848.4
1636,3300,6.3101e+006,34858.6
1636.5,3300,6.3101e+006,34869.3
1637,3300,6.3901e+006,34880
1637.5,3300,6.3901e+006,34891.1
1638,3300,6.3901e+006,34902.1
1638.5,3300,6.63e+006,34912.8
1639,3300,6.63e+006,34923.5
1639.5,3300,6.63e+006,34934.2
1640,3300,6.4701e+006,34944.8
1640.5,3300,6.4701e+006,34955.9
1641,3300,6.4701e+006,34967
1641.5,3300,6.71e+006,34978
1642,3300,6.71e+006,34988.7
1642.5,3300,6.71e+006,34999.8
1643,3300,6.55e+006,35010.5
1643.5,3300,6.55e+006,35021.5
1644,3300,6.55e+006,35032.2
1644.5,3300,6.4701e+006,35042.5
1645,3300,6.4701e+006,35052.8
1645.5,3300,6.4701e+006,35063.1
1646,3300,6.3101e+006,35073.7
1646.5,3300,6.3101e+006,35084
1647,3300,6.3101e+006,35094.3
1647.5,3300,6.2301e+006,35104.6
1648,3300,6.2301e+006,35115.2
1648.5,3300,6.2301e+006,35125.9
1649,3300,6.4701e+006,35136.6
1649.5,3300,6.4701e+006,35147.7
1650,3300,6.4701e+006,35157.9
1650.5,3300,6.55e+006,35169
1651,3300,6.55e+006,35180.1
1651.5,3300,6.55e+006,35190.8
1652,3300,6.55e+006,35201.4
1652.5,3300,6.55e+006,35212.1
1653,3300,6.55e+006,35222.8
1653.5,3300,6.3901e+006,35233.1
1654,3300,6.3901e+006,35243.7
1654.5,3300,6.3901e+006,35254
1655,3300,6.3101e+006,35264.3
1655.5,3300,6.3101e+006,35274.6
1656,3300,6.3101e+006,35285.3
1656.5,3300,6.4701e+006,35296.3
1657,3300,6.4701e+006,35307.4
1657.5,3300,6.4701e+006,35319.3
1658,3300,6.9499e+006,35330.7
1658.5,3300,6.9499e+006,35342.2
1659,3300,6.9499e+006,35353.3
1659.5,3300,6.79e+006,35364.3
1660,3300,6.79e+006,35375.4
1660.5,3300,6.79e+006,35386.5
1661,3300,6.63e+006,35397.2
1661.5,3300,6.63e+006,35407.4
1662,3300,6.63e+006,35417.7
1662.5,3300,6.2301e+006,35428
1663,3300,6.2301e+006,35438.3
1663.5,3300,6.2301e+006,35448.2
1664,3300,6.0702e+006,35458.1
1664.5,3300,6.0702e+006,35467.9
1665,3300,6.0702e+006,35478.2
1665.5,3300,6.1502e+006,35488.5
1666,3300,6.1502e+006,35499.2
1666.5,3300,6.1502e+006,35509.5
1667,3300,6.3901e+006,35520.1
1667.5,3300,6.3901e+006,35530.8
1668,3300,6.3901e+006,35541.5
1668.5,3300,6.4701e+006,35552.2
1669,3300,6.4701e+006,35563.2
1669.5,3300,6.4701e+006,35573.9
1670,3300,6.55e+006,35584.6
1670.5,3300,6.55e+006,35595.6
1671,3300,6.55e+006,35606.3
1671.5,3300,6.63e+006,35617.4
1672,3300,6.63e+006,35628.1
1672.5,3300,6.63e+006,35638.7
1673,3300,6.55e+006,35649.8
1673.5,3300,6.55e+006,35660.9
1674,3300,6.55e+006,35672
1674.5,3300,6.71e+006,35683
1675,3300,6.71e+006,35693.7
1675.5,3300,6.71e+006,35704.8
1676,3300,6.63e+006,35715.8
1676.5,3300,6.63e+006,35726.9
1677,3300,6.63e+006,35738.4
1677.5,3300,6.71e+006,35749.1
1678,3300,6.71e+006,35760.1
1678.5,3300,6.71e+006,35770.8
1679,3300,6.55e+006,35781.5
1679.5,3300,6.55e+006,35791.8
1680,3300,6.55e+006,35802
1680.5,3300,6.1502e+006,35811.9
1681,3300,6.1502e+006,35822.2
1681.5,3300,6.1502e+006,35832.5
1682,3300,6.3101e+006,35843.2
1682.5,3300,6.3101e+006,35853.4
1683,3300,6.3101e+006,35863.7
1683.5,3300,6.2301e+006,35874
1684,3300,6.2301e+006,35884.3
1684.5,3300,6.2301e+006,35894.6
1685,3300,6.1502e+006,35904.4
1685.5,3300,6.1502e+006,35915.1
1686,3300,6.1502e+006,35925.4
1686.5,3300,6.3901e+006,35936.1
1687,3300,6.3901e+006,35946.8
1687.5,3300,6.3901e+006,35957
1688,3300,6.4701e+006,35968.1
1688.5,3300,6.4701e+006,35978.8
1689,3300,6.4701e+006,35989.5
1689.5,3300,6.63e+006,36000.9
1690,3300,6.63e+006,36012.4
1690.5,3300,6.63e+006,36023.9
1691,3300,6.9499e+006,36035.3
1691.5,3300,6.9499e+006,36046.8
1692,3300,6.9499e+006,36057.9
1692.5,3300,6.8699e+006,36069.3
1693,3300,6.8699e+006,36080.4
1693.5,3300,6.8699e+006,36091.5
1694,3300,6.55e+006,36101.8
1694.5,3300,6.55e+006,36112
1695,3300,6.55e+006,36122.3
1695.5,3300,6.3101e+006,36133
1696,3300,6.3101e+006,36143.3
1696.5,3300,6.3101e+006,36153.2
1697,3300,6.2301e+006,36163.8
1697.5,3300,6.2301e+006,36174.5
1698,3300,6.2301e+006,36185.6
1698.5,3300,6.55e+006,36196.3
1699,3300,6.55e+006,36206.9
1699.5,3300,6.55e+006,36217.2
1700,3300,6.3901e+006,36227.9
1700.5,3300,6.3901e+006,36238.2
1701,3300,6.3901e+006,36248.8
1701.5,3300,6.3101e+006,36259.1
1702,3300,6.3101e+006,36269.4
1702.5,3300,6.3101e+006,36279.7
1703,3300,6.2301e+006,36290
1703.5,3300,6.2301e+006,36300.2
1704,3300,6.2301e+006,36310.5
1704.5,3300,6.2301e+006,36320.8
1705,3300,6.2301e+006,36331.1
1705.5,3300,6.2301e+006,36341.8
1706,3300,6.4701e+006,36352.8
1706.5,3300,6.4701e+006,36363.9
1707,3300,6.4701e+006,36375
1707.5,3300,6.79e+006,36386.4
1708,3300,6.79e+006,36397.5
1708.5,3300,6.79e+006,36409
1709,3300,6.8699e+006,36420.4
1709.5,3300,6.8699e+006,36431.5
1710,3300,6.8699e+006,36443
1710.5,3300,6.71e+006,36453.7
1711,3300,6.71e+006,36464.7
1711.5,3300,6.71e+006,36475.4
1712,3300,6.55e+006,36486.1
1712.5,3300,6.55e+006,36496.4
1713,3300,6.55e+006,36506.6
1713.5,3300,6.2301e+006,36516.9
1714,3300,6.2301e+006,36527.2
1714.5,3300,6.2301e+006,36537.5
1715,3300,6.3101e+006,36548.2
1715.5,3300,6.3101e+006,36558.4
1716,3300,6.3101e+006,36568.7
1716.5,3300,6.3101e+006,36579.4
1717,3300,6.3101e+006,36590.1
1717.5,3300,6.3101e+006,36601.1
1718,3300,6.63e+006,36612.2
1718.5,3300,6.63e+006,36622.9
1719,3300,6.63e+006,36633.6
1719.5,3300,6.4701e+006,36644.2
1720,3300,6.4701e+006,36654.5
1720.5,3300,6.4701e+006,36664.8
1721,3300,6.3101e+006,36675.5
1721.5,3300,6.3101e+006,36685.7
1722,3300,6.3101e+006,36696.4
1722.5,3300,6.4701e+006,36707.5
1723,3300,6.4701e+006,36718.2
1723.5,3300,6.4701e+006,36729.2
1724,3300,6.55e+006,36739.9
1724.5,3300,6.55e+006,36750.6
1725,3300,6.55e+006,36761.7
1725.5,3300,6.55e+006,36772.3
1726,3300,6.55e+006,36783.4
1726.5,3300,6.55e+006,36794.5
1727,3300,6.63e+006,36805.2
1727.5,3300,6.63e+006,36815.8
1728,3300,6.63e+006,36826.5
1728.5,3300,6.3901e+006,36836.8
1729,3300,6.3901e+006,36847.5
1729.5,3300,6.3901e+006,36857.7
1730,3300,6.3901e+006,36868.4
1730.5,3300,6.3901e+006,36879.5
1731,3300,6.3901e+006,36890.2
1731.5,3300,6.55e+006,36900.8
1732,3300,6.55e+006,36911.9
1732.5,3300,6.55e+006,36922.6
1733,3300,6.4701e+006,36932.9
1733.5,3300,6.4701e+006,36943.5
1734,3300,6.4701e+006,36953.8
1734.5,3300,6.3901e+006,36964.5
1735,3300,6.3901e+006,36974.8
1735.5,3300,6.3901e+006,36985.1
1736,3300,6.2301e+006,36995.3
1736.5,3300,6.2301e+006,37006
1737,3300,6.2301e+006,37016.7
1737.5,3300,6.55e+006,37027.8
